age,gender,heightCm,weightKg,bodyFatPercent,diastolic,systolic,gripForce,sitAndBendForwardCm,sitUpsCounts,broadJumpCm,performanceClass,genderEncoded,bmi,sitUpsCounts_zGender,gripPerLeanMass,genderXgrip
32.0,M,176.6,76.4,19.0,82.0,127.0,41.7,16.0,37.0,200.0,C,1,24.496946859581193,-0.6836295004416256,0.6738413806476633,41.7
28.0,M,178.9,81.6,10.2,67.0,124.0,62.2,18.3,55.0,262.0,A,1,25.495848957091667,0.86134403702586,0.8488361937202499,62.2
21.0,F,160.1,53.8,26.8,64.0,112.0,23.7,21.0,41.0,177.0,A,0,20.989380075928498,0.7167887393879998,0.6018038881101835,0.0
35.0,M,178.3,61.12,19.2,89.0,148.0,46.2,3.9,42.0,200.0,D,1,19.22563350695749,-0.25447018447843517,0.9355074905396299,46.2
27.0,M,173.8,74.9,9.5,72.0,155.0,48.6,10.6,51.0,238.0,B,1,24.79603687160751,0.5180165842553077,0.7169780702077908,48.6
34.0,M,175.2,73.9,19.1,70.0,127.0,47.8,11.3,55.0,252.0,C,1,24.075550968495243,0.86134403702586,0.7995303177547582,47.8
43.0,M,176.0,84.1,15.7,88.0,120.0,65.4,24.1,55.0,246.0,A,1,27.15005165289256,0.86134403702586,0.9224740924420599,65.4
38.0,F,168.7,62.6,25.1,62.0,102.0,22.7,20.6,35.0,144.0,C,0,21.99602314712494,0.2722491538997529,0.4841385958701058,0.0
60.0,F,152.4,56.1,35.2,65.0,98.0,22.4,15.8,18.0,138.0,C,0,24.154214975096615,-0.9872796716502801,0.6161836227195705,0.0
39.0,M,166.2,68.0,21.5,77.0,123.0,44.0,17.4,48.0,217.0,C,1,24.61766592668859,0.2605209946773934,0.8242787560884226,44.0
23.0,F,163.4,65.5,29.2,69.0,118.0,29.2,24.0,48.0,190.0,C,0,24.53223948259821,1.2354182557909545,0.6296631733298832,0.0
22.0,M,171.4,73.6,15.7,73.0,145.0,50.6,17.2,76.0,273.0,A,1,25.05279468009351,2.6638131640712603,0.8155397390272836,50.6
59.0,M,167.1,59.6,20.2,95.0,140.0,39.1,10.1,34.0,182.0,C,1,21.344862424124564,-0.9411250900195399,0.8221055995693933,39.1
62.0,F,158.1,58.0,29.0,76.0,118.0,19.9,12.5,12.0,117.0,C,0,23.204074635505997,-1.431819257138527,0.48324429334628455,0.0
26.0,M,171.7,67.3,13.9,62.0,102.0,28.8,-13.3,31.0,162.0,D,1,22.828347448126568,-1.1986206795974543,0.49702046585314086,28.8
24.0,F,159.3,60.32,32.5,86.0,117.0,33.9,26.8,40.0,176.0,A,0,23.77003281383674,0.642698808473292,0.8325965222516946,0.0
21.0,M,175.3,74.6,21.1,66.0,123.0,47.9,-8.0,34.0,183.0,D,1,24.275880740993596,-0.9411250900195399,0.8138037424778372,47.9
30.0,F,162.9,52.3,18.7,69.0,113.0,35.7,12.4,40.0,170.0,C,0,19.708769950419065,0.642698808473292,0.8396068664319533,0.0
25.0,M,184.6,69.9,13.1,62.0,130.0,45.1,23.5,58.0,244.0,A,1,20.512272736343057,1.1188396266037743,0.7424711613335506,45.1
24.0,F,157.8,54.3,29.4,75.0,110.0,30.0,22.3,25.0,158.0,C,0,21.80649327492566,-0.46865015524732534,0.7825583397242265,0.0
29.0,M,167.6,51.6,14.0,79.0,122.0,47.1,12.3,57.0,227.0,B,1,18.369683471841697,1.0330077634111363,1.0613845321795565,47.1
21.0,M,183.1,77.2,19.7,90.0,155.0,41.0,-0.6,56.0,221.0,D,1,23.027172361666203,0.9471759002184982,0.661379928893592,41.0
51.0,M,162.4,72.2,20.5,90.0,135.0,37.9,24.0,39.0,186.0,C,1,27.375694629813875,-0.5119657740563495,0.660290248959041,37.9
29.0,F,163.5,55.1,27.5,98.0,136.0,29.9,22.1,52.0,166.0,A,0,20.611807835105537,1.5317779794497859,0.7484823831278553,0.0
27.0,M,164.5,68.4,22.8,91.0,155.0,47.7,19.1,53.0,225.0,A,1,25.276928335843166,0.6896803106405839,0.9033269702754294,47.7
31.0,F,168.3,53.2,23.1,88.0,127.0,28.7,20.7,42.0,156.0,A,0,18.782067644393322,0.7908786703027076,0.7015262473478885,0.0
31.0,M,170.5,79.2,29.6,93.0,128.0,42.6,14.5,35.0,206.0,D,1,27.24434774382745,-0.8552932268269019,0.7640323691460056,42.6
30.0,M,181.0,91.6,21.3,76.0,130.0,58.9,15.4,48.0,227.0,B,1,27.960074478801012,0.2605209946773934,0.817043329652708,58.9
23.0,M,167.0,62.68,15.0,62.0,115.0,37.7,13.5,48.0,201.0,C,1,22.474810857327263,0.2605209946773934,0.7076091444874058,37.7
40.0,M,167.8,69.8,23.2,64.0,136.0,45.4,26.6,56.0,210.0,A,1,24.78971361843161,0.9471759002184982,0.8469138013371538,45.4
30.0,M,182.2,85.4,15.5,83.0,139.0,55.8,20.9,65.0,230.0,B,1,25.72534012273458,1.7196626689522412,0.7732494491636989,55.8
59.0,M,170.3,78.0,26.5,92.0,154.0,38.7,-1.9,30.0,173.0,D,1,26.894613457168084,-1.2844525427900924,0.675039246467818,38.7
59.0,M,160.3,56.1,18.4,93.0,137.0,37.8,16.8,36.0,185.0,A,1,21.832115314041936,-0.7694613636342638,0.8257313620635418,37.8
25.0,F,154.5,43.5,25.5,80.0,130.0,22.2,11.03,48.0,167.0,D,0,18.22352090991925,1.2354182557909545,0.6850266142096737,0.0
33.0,M,180.3,80.6,27.7,80.0,121.0,45.1,-12.5,31.0,213.0,D,1,24.793828243984798,-1.1986206795974543,0.7739327107550906,45.1
26.0,M,173.6,70.5,16.4,68.0,106.0,48.3,15.5,52.0,214.0,B,1,23.393202234067406,0.6038484474479457,0.8195052427975159,48.3
36.0,M,171.0,67.8,25.3,76.0,124.0,29.4,12.0,38.0,171.0,C,1,23.186621524571663,-0.5977976372489876,0.5804930637002286,29.4
52.0,M,173.6,84.1,30.2,86.0,129.0,32.9,4.2,36.0,195.0,D,1,27.905933445178277,-0.7694613636342638,0.5604598155422833,32.9
31.0,M,175.0,76.4,22.6,97.0,151.0,49.5,19.3,57.0,221.0,B,1,24.946938775510205,1.0330077634111363,0.8370875441373431,49.5
60.0,M,167.5,70.3,25.6,79.0,125.0,35.9,14.0,28.0,189.0,B,1,25.056805524615726,-1.4561162691753686,0.6863824775539547,35.9
24.0,M,171.0,57.6,15.7,70.0,134.0,48.9,23.1,69.0,226.0,A,1,19.698368728839647,2.0629901217227933,1.0070680110715697,48.9
49.0,M,178.4,83.3,20.2,95.0,146.0,42.9,-7.0,13.0,200.0,D,1,26.173108246697097,-2.74359421706494,0.645370930327018,42.9
33.0,F,149.5,45.6,30.8,73.0,123.0,26.2,29.5,35.0,182.0,A,0,20.402456348362993,0.2722491538997529,0.8302910455329074,0.0
45.0,M,172.5,77.8,27.6,76.0,126.0,47.5,15.6,42.0,203.0,B,1,26.145767695862208,-0.25447018447843517,0.8432870797767331,47.5
30.0,M,175.0,81.2,25.2,89.0,144.0,53.0,14.0,46.0,236.0,B,1,26.514285714285716,0.08885726829211721,0.872606095729828,53.0
35.0,F,160.9,46.4,22.5,68.0,103.0,23.1,-3.8,24.0,153.0,D,0,17.922801395660905,-0.5427400861620332,0.6423804226918799,0.0
27.0,M,174.7,85.2,22.4,80.0,118.0,51.4,-3.3,35.0,215.0,D,1,27.916038255457313,-0.8552932268269019,0.7774309084749044,51.4
21.0,M,159.4,50.1,14.4,92.0,132.0,38.0,11.0,44.0,216.0,C,1,19.717919613859376,-0.08280645809315898,0.8860783106683828,38.0
57.0,M,169.6,68.4,20.8,69.0,116.0,35.6,3.2,27.0,162.0,D,1,23.779592381630476,-1.5419481323680067,0.6571563589107448,35.6
64.0,F,161.4,62.5,34.8,74.0,143.0,22.6,17.0,23.0,81.0,C,0,23.992359297288747,-0.616830017076741,0.554601226993865,0.0
40.0,M,170.8,69.8,16.7,97.0,141.0,42.0,13.1,45.0,225.0,B,1,23.926528418408473,0.003025405099479116,0.7223519780405,42.0
21.0,F,155.9,45.6,22.4,78.0,143.0,25.6,14.6,27.0,135.0,C,0,18.761718359452303,-0.32047029341790967,0.7234581298607343,0.0
21.0,M,170.3,81.2,29.4,59.0,101.0,33.8,12.6,35.0,200.0,D,1,27.99798221438524,-0.8552932268269019,0.5895979569907478,33.8
54.0,M,162.9,73.4,23.6,98.0,159.0,49.0,12.0,28.0,188.0,C,1,27.66010926119999,-1.4561162691753686,0.8737891778535457,49.0
60.0,F,151.3,51.0,31.5,87.0,148.0,23.1,17.2,0.0,105.0,D,0,22.27882694549856,-2.320898428115021,0.6612279948475741,0.0
59.0,F,155.1,54.4,16.7,74.0,122.0,23.2,20.0,28.0,117.0,B,0,22.613891497384646,-0.24638036250320186,0.5119694936798249,0.0
58.0,F,157.9,57.4,32.71151,84.0,117.0,23.6,23.1,16.0,135.0,C,0,23.022242936001774,-1.1354595334796957,0.6110254900711432,0.0
63.0,F,156.1,50.5,27.4,91.0,152.0,23.0,20.5,26.0,131.0,A,0,20.724572078625332,-0.3945602243326175,0.6273354608188092,0.0
53.0,F,153.7,47.86,29.9,61.0,104.0,16.3,18.3,23.0,130.0,B,0,20.259324432381227,-0.616830017076741,0.48584405419277454,0.0
38.0,F,169.9,68.8,34.1,80.0,133.0,28.7,24.6,38.0,177.0,D,0,23.834260432945182,0.49451894664387636,0.6330063168295867,0.0
23.0,F,165.8,59.84,28.4,62.0,119.0,28.9,13.6,30.0,144.0,C,0,21.76820067487242,-0.09820050067378622,0.6745175215845606,0.0
56.0,F,158.3,51.1,31.0,59.0,113.0,19.1,6.8,12.0,120.0,D,0,20.391964687980987,-1.431819257138527,0.5417056638021498,0.0
38.0,M,167.6,76.7,24.7,63.0,132.0,43.6,16.0,45.0,231.0,A,1,27.3053240753926,0.003025405099479116,0.7549116874527098,43.6
31.0,F,158.9,56.7,22.0,83.0,119.0,24.7,20.2,52.0,174.0,A,0,22.456148132951487,1.5317779794497859,0.5584950029394473,0.0
22.0,M,165.7,68.4,27.1,76.0,113.0,38.0,-2.6,28.0,183.0,D,1,24.912142812136594,-1.4561162691753686,0.7620789513793628,38.0
54.0,F,156.3,66.6,35.6,85.0,137.0,27.1,13.2,14.0,121.0,D,0,27.261909586245253,-1.2836393953091114,0.6318430231473711,0.0
62.0,F,158.3,58.8,28.3,80.0,128.0,26.7,21.3,19.0,137.0,A,0,23.46472649027949,-0.9131897407355722,0.6333077163919961,0.0
21.0,M,172.8,76.7,18.6,74.0,127.0,42.1,10.8,54.0,242.0,C,1,25.686674811385455,0.775512173833222,0.6743142336362676,42.1
24.0,M,159.4,66.6,19.9,64.0,134.0,33.9,19.3,52.0,208.0,C,1,26.211845235190303,0.6038484474479457,0.635466927601759,33.9
24.0,F,161.6,52.5,23.5,47.0,98.0,26.2,18.5,33.0,173.0,B,0,20.103727575727873,0.12406929207033725,0.652349828820417,0.0
21.0,F,165.5,63.0,33.5,60.0,116.0,36.6,29.4,44.0,168.0,C,0,23.000885351539324,0.9390585321321233,0.8736126029359111,0.0
47.0,F,152.6,53.9,30.0,62.0,120.0,20.7,20.6,27.0,136.0,B,0,23.1461998148304,-0.32047029341790967,0.5486350384309568,0.0
25.0,F,161.7,51.04,26.1,62.0,112.0,26.2,13.2,44.0,181.0,C,0,19.5204859927892,0.9390585321321233,0.6946182462957229,0.0
44.0,M,170.7,71.0,23.8,91.0,141.0,43.1,16.6,38.0,205.0,C,1,24.366396474216753,-0.5977976372489876,0.7966433773243133,43.1
25.0,M,168.2,68.8,25.5,81.0,119.0,38.7,7.4,47.0,201.0,C,1,24.31848162187306,0.17468913148475532,0.7550335570469799,38.7
32.0,M,168.5,73.6,23.4,64.0,120.0,38.9,7.6,56.0,200.0,C,1,25.922566897656925,0.9471759002184982,0.6899903507776138,38.9
53.0,F,151.6,45.4,32.3,80.0,138.0,20.1,21.7,22.0,142.0,B,0,19.754109202804212,-0.6909199479914488,0.6539605281137957,0.0
28.0,F,164.3,59.9,35.7,58.0,98.0,18.3,-13.1,26.0,146.0,D,0,22.189713530427877,-0.3945602243326175,0.4751309206375582,0.0
50.0,F,161.7,58.5,19.3,89.0,147.0,30.9,24.9,33.0,161.0,B,0,22.373597777785427,0.12406929207033725,0.654529279064595,0.0
35.0,M,178.3,102.9,30.5,80.0,122.0,65.5,7.6,46.0,202.0,D,1,32.36776321770167,0.08885726829211721,0.9158853675077429,65.5
31.0,M,169.5,65.9,11.8,84.0,131.0,34.9,11.5,56.0,233.0,B,1,22.937496193036957,0.9471759002184982,0.6004425037592174,34.9
21.0,M,182.4,78.3,15.8,68.0,116.0,46.6,7.9,57.0,246.0,C,1,23.53488573407202,1.0330077634111363,0.7068252624809265,46.6
62.0,F,162.5,67.4,37.9,77.0,140.0,26.7,7.3,8.0,122.0,D,0,25.52426035502959,-1.7281789807973582,0.6379105205063146,0.0
64.0,F,151.3,52.2,34.5,53.0,106.0,23.3,14.3,17.0,108.0,C,0,22.803034638333823,-1.061369602564988,0.681465882834664,0.0
63.0,F,154.2,62.7,32.2,60.0,119.0,22.4,22.4,21.0,113.0,B,0,26.369311672647083,-0.7650098789061566,0.5269274016362978,0.0
22.0,M,170.0,64.6,12.9,65.0,106.0,46.4,1.7,44.0,194.0,D,1,22.352941176470587,-0.08280645809315898,0.824645526831193,46.4
44.0,M,179.4,92.7,29.8,81.0,139.0,44.5,15.6,33.0,208.0,D,1,28.802809811970782,-1.026956953212178,0.6838221509203171,44.5
39.0,M,182.6,78.7,22.2,82.0,122.0,52.6,-10.0,29.0,210.0,D,1,23.603324979695746,-1.3702844059827304,0.8590756607206436,52.6
38.0,M,174.3,68.4,18.2,93.0,149.0,40.4,17.5,62.0,236.0,A,1,22.514449240285458,1.4621670793743269,0.7220577932198057,40.4
39.0,M,177.5,77.0,22.1,82.0,134.0,51.2,17.3,46.0,239.0,A,1,24.43959531838921,0.08885726829211721,0.8535751796342297,51.2
25.0,M,175.0,70.1,13.9,78.0,122.0,42.0,16.2,44.0,247.0,C,1,22.889795918367344,-0.08280645809315898,0.6958700114818553,42.0
63.0,M,162.8,71.3,27.8,90.0,159.0,38.2,13.4,33.0,182.0,B,1,26.901762159747413,-1.026956953212178,0.7420559222667285,38.2
35.0,F,165.4,86.3,38.6,99.0,149.0,32.3,12.4,9.0,147.0,D,0,31.545672138482203,-1.6540890498826506,0.6095696777773164,0.0
27.0,M,171.3,65.6,15.9,75.0,126.0,43.4,17.6,59.0,239.0,A,1,22.35574326200965,1.2046714897964126,0.786665119921116,43.4
23.0,M,174.0,92.7,34.0,80.0,130.0,40.6,-5.0,39.0,200.0,D,1,30.618311533888228,-0.5119657740563495,0.6635938674773627,40.6
22.0,M,165.6,76.1,26.4,84.0,146.0,36.5,21.9,39.0,214.0,D,1,27.75006417886065,-0.5119657740563495,0.6516739987430727,36.5
40.0,M,177.8,90.9,26.5,91.0,147.0,35.5,-12.5,23.0,170.0,D,1,28.754139140931343,-1.885275585138559,0.5313456515719598,35.5
55.0,M,173.7,67.3,19.9,71.0,110.0,28.5,-1.3,25.0,152.0,D,1,22.30567793849135,-1.713611858753283,0.5286853543026641,28.5
22.0,F,154.1,48.6,29.3,66.0,116.0,23.0,25.9,36.0,165.0,A,0,20.465906789164524,0.34633908481446074,0.6693791072228915,0.0
61.0,F,154.8,54.6,26.8,67.0,114.0,23.5,24.8,25.0,151.0,A,0,22.78508903711716,-0.46865015524732534,0.5879821453591946,0.0
24.0,M,169.5,57.0,16.4,74.0,127.0,42.9,15.8,63.0,231.0,B,1,19.83971597880283,1.547998942566965,0.9002770083102493,42.9
64.0,F,160.9,58.6,27.1,96.0,158.0,26.2,22.5,23.0,126.0,B,0,22.63526210745106,-0.616830017076741,0.6133044939769753,0.0
44.0,M,176.6,78.5,25.0,96.0,131.0,50.0,20.0,35.0,200.0,D,1,25.170292257553974,-0.8552932268269019,0.8492569002123143,50.0
26.0,F,161.6,63.9,32.1,77.0,125.0,33.3,21.0,37.0,171.0,A,0,24.46910842074307,0.4204290157291685,0.7674915472214731,0.0
39.0,M,176.6,78.7,24.0,64.0,119.0,38.3,16.9,49.0,228.0,C,1,25.23442039069424,0.3463528578700315,0.6403397311576271,38.3
29.0,F,162.6,53.7,29.2,67.0,117.0,25.0,25.4,31.0,151.0,B,0,20.31108871974329,-0.0241105697590784,0.6575555765973341,0.0
22.0,M,165.5,75.7,30.5,88.0,143.0,34.2,0.6,33.0,169.0,D,1,27.63757176367503,-1.026956953212178,0.6500479933094475,34.2
23.0,F,160.8,60.2,21.0,70.0,122.0,24.9,22.3,43.0,158.0,C,0,23.282220737110464,0.8649686012174155,0.5235712183018629,0.0
39.0,M,172.3,74.0,27.3,96.0,139.0,40.1,15.4,34.0,186.0,C,1,24.926492111607356,-0.9411250900195399,0.7453808691772928,40.1
51.0,M,169.3,73.2,23.1,85.0,143.0,37.3,15.2,36.0,204.0,B,1,25.538604636233625,-0.7694613636342638,0.6626304831340112,37.3
61.0,F,149.0,56.4,37.3,79.0,143.0,23.1,15.7,13.0,107.0,B,0,25.4042610693212,-1.3577293262238193,0.6532288167226578,0.0
33.0,M,176.9,71.2,11.1,89.0,119.0,41.9,24.2,60.0,237.0,A,1,22.75224878178005,1.2905033529890506,0.6619607942265643,41.9
48.0,M,176.3,75.5,24.4,86.0,147.0,40.6,-11.8,21.0,176.0,D,1,24.290828458812886,-2.056939311523835,0.7113073338238901,40.6
32.0,M,166.8,75.9,21.7,85.0,122.0,45.6,14.0,43.0,204.0,B,1,27.28033400617635,-0.1686383212857971,0.7672931211162095,45.6
23.0,F,162.7,53.8,20.1,70.0,130.0,35.1,26.5,41.0,196.0,A,0,20.323905635123946,0.7167887393879998,0.8165411224997791,0.0
54.0,M,174.1,71.2,20.7,91.0,158.0,42.6,13.4,40.0,203.0,B,1,23.48996942015077,-0.4261339108637114,0.7544950904685662,42.6
42.0,F,162.0,52.6,19.3,73.0,114.0,25.5,24.6,38.0,158.0,A,0,20.042676421277243,0.49451894664387636,0.6007321865238102,0.0
24.0,F,167.7,62.3,29.1,80.0,136.0,30.1,22.0,47.0,182.0,A,0,22.152457980556335,1.1613283248762467,0.6814472036893235,0.0
49.0,F,156.5,49.7,20.6,76.0,109.0,28.9,25.8,45.0,145.0,B,0,20.292133225816332,1.013148463046831,0.732353820656939,0.0
21.0,F,155.6,45.8,19.1,49.0,108.0,23.6,2.5,28.0,138.0,D,0,18.91673991052134,-0.24638036250320186,0.6369392370763411,0.0
36.0,F,158.3,53.3,30.3,60.0,108.0,24.3,16.9,25.0,134.0,C,0,21.269896631494845,-0.46865015524732534,0.6541032191030441,0.0
25.0,M,165.0,57.9,19.0,95.0,136.0,37.7,9.5,39.0,207.0,C,1,21.267217630853995,-0.5119657740563495,0.8038550928591228,37.7
24.0,M,176.3,85.3,27.1,80.0,155.0,38.7,17.3,46.0,213.0,D,1,27.443810166049524,0.08885726829211721,0.622349586788821,38.7
29.0,M,169.5,76.2,20.1,95.0,159.0,46.3,21.3,61.0,225.0,B,1,26.52256767692589,1.3763352161816886,0.7604650169667465,46.3
30.0,M,182.9,80.6,17.3,87.0,144.0,50.7,16.8,50.0,226.0,B,1,24.093929256516944,0.4321847210626696,0.7606194172485081,50.7
36.0,F,165.0,44.4,22.2,74.0,105.0,21.2,-1.6,16.0,116.0,D,0,16.308539944903583,-1.1354595334796957,0.6137242641098682,0.0
38.0,M,175.6,77.4,24.7,72.0,124.0,53.4,17.3,39.0,215.0,B,1,25.101052817285094,-0.5119657740563495,0.9162317139709893,53.4
24.0,M,179.6,65.0,10.2,64.0,121.0,42.9,14.8,58.0,240.0,B,1,20.151189726241437,1.1188396266037743,0.7349665924276169,42.9
27.0,F,159.1,55.1,34.9,86.0,127.0,22.4,20.1,50.0,156.0,A,0,21.76763464822752,1.3835981176203702,0.6244755381222801,0.0
22.0,M,182.0,84.0,17.1,80.0,130.0,52.3,8.1,57.0,261.0,C,1,25.359256128486894,1.0330077634111363,0.7510483083462577,52.3
26.0,F,163.3,62.7,24.3,82.0,132.0,32.6,20.3,38.0,167.0,B,0,23.51230308446167,0.49451894664387636,0.6868377861911895,0.0
50.0,F,167.7,64.4,18.7,87.0,142.0,31.4,22.0,33.0,167.0,A,0,22.899170047316662,0.12406929207033725,0.5997264941593515,0.0
22.0,M,163.2,62.1,21.7,80.0,128.0,30.1,12.7,51.0,197.0,D,1,23.31585207612457,0.5180165842553077,0.6190320477621272,30.1
34.0,M,180.8,75.26,9.2,95.0,154.0,49.7,24.5,55.0,235.0,A,1,23.023288824496827,0.86134403702586,0.7272878397473194,49.7
21.0,M,173.1,72.5,21.8,74.0,126.0,30.6,3.8,24.0,151.0,D,1,24.196016434601844,-1.799443721945921,0.5397301349325337,30.6
48.0,M,173.4,68.7,17.2,99.0,149.0,39.0,17.0,46.0,208.0,B,1,22.848545076487753,0.08885726829211721,0.6856106153618968,39.0
50.0,F,156.7,70.2,36.6,79.0,130.0,25.5,17.6,14.0,166.0,D,0,28.589010172719163,-1.2836393953091114,0.572946156542371,0.0
51.0,F,154.2,46.6,20.3,78.0,120.0,27.4,23.4,31.0,173.0,A,0,19.59824440104233,-0.0241105697590784,0.7377450848406847,0.0
22.0,M,180.1,77.0,9.7,79.0,138.0,47.6,8.6,51.0,273.0,C,1,23.73904805184115,0.5180165842553077,0.684586731098359,47.6
21.0,F,160.6,55.2,28.5,65.0,115.0,24.9,29.1,46.0,199.0,A,0,21.401686390853733,1.0872383939615389,0.6308908482821526,0.0
61.0,F,155.4,51.3,35.6,70.0,116.0,21.1,15.9,12.0,116.0,B,0,21.242974910928574,-1.431819257138527,0.6386739796350782,0.0
27.0,M,184.6,78.1,9.6,66.0,110.0,48.4,11.0,48.0,263.0,B,1,22.918576548045674,0.2605209946773934,0.6855291038264988,48.4
53.0,M,167.1,68.3,20.5,80.0,120.0,30.6,10.0,24.0,135.0,D,1,24.460639321605832,-1.799443721945921,0.5635514793226333,30.6
24.0,M,172.5,65.4,17.4,75.0,137.0,47.3,21.3,57.0,200.0,C,1,21.97857592942659,1.0330077634111363,0.8755951455376115,47.3
39.0,M,171.8,75.3,18.4,73.0,130.0,47.4,12.0,45.0,237.0,B,1,25.512243844197094,0.003025405099479116,0.7714241074916022,47.4
37.0,M,170.5,69.3,23.8,80.0,120.0,40.1,4.3,41.0,186.0,D,1,23.838804275849018,-0.34030204767107325,0.7593747751228067,40.1
23.0,M,171.2,67.4,15.2,81.0,134.0,47.8,7.6,42.0,239.0,C,1,22.996004017818155,-0.25447018447843517,0.8363193550193158,47.8
34.0,F,166.7,60.4,28.7,73.0,119.0,25.7,26.1,30.0,134.0,C,0,21.73530500858437,-0.09820050067378622,0.5967695494273798,0.0
32.0,F,166.2,58.5,25.7,71.0,117.0,37.4,20.2,38.0,163.0,A,0,21.178433186930626,0.49451894664387636,0.860452542821318,0.0
37.0,M,174.9,84.0,19.4,89.0,140.0,47.4,19.1,73.0,222.0,A,1,27.459945256637702,2.406317574493346,0.7001063452676355,47.4
32.0,M,185.1,77.3,22.7,98.0,154.0,44.8,9.9,54.0,221.0,C,1,22.561431743204793,0.775512173833222,0.7497544052255204,44.8
25.0,M,174.7,62.8,10.2,82.0,127.0,49.1,20.1,57.0,241.0,A,1,20.57661035730891,1.0330077634111363,0.8706538237839219,49.1
22.0,F,157.0,52.9,26.6,71.0,115.0,26.0,22.4,35.0,193.0,B,0,21.46131688912329,0.2722491538997529,0.6696095146361187,0.0
25.0,M,175.1,72.7,20.1,95.0,155.0,46.2,9.0,37.0,230.0,D,1,23.711668717655346,-0.6836295004416256,0.7953545783673884,46.2
42.0,M,185.6,83.0,19.2,75.0,118.0,44.1,5.3,45.0,224.0,C,1,24.094734690844238,0.003025405099479116,0.6575808183227961,44.1
57.0,M,167.6,75.8,21.1,89.0,152.0,40.5,27.2,40.0,178.0,C,1,26.984922619488383,-0.4261339108637114,0.677187315027539,40.5
59.0,M,172.3,78.0,24.0,86.0,150.0,31.8,12.7,39.0,184.0,D,1,26.273870063586134,-0.5119657740563495,0.5364372469635628,31.8
25.0,M,183.5,77.6,15.1,82.0,134.0,47.8,28.1,51.0,236.0,A,1,23.045683017915344,0.5180165842553077,0.7255351960462886,47.8
40.0,M,173.6,76.0,15.2,70.0,140.0,44.7,25.2,55.0,228.0,A,1,25.218203826796067,0.86134403702586,0.693582423038729,44.7
26.0,M,168.9,72.6,18.4,90.0,137.0,44.4,12.7,51.0,219.0,B,1,25.449386743393408,0.5180165842553077,0.7494733430562307,44.4
41.0,F,162.5,54.8,27.7,58.0,96.0,25.1,22.0,34.0,126.0,C,0,20.75266272189349,0.19815922298504507,0.633512029156697,0.0
62.0,F,160.5,55.1,34.0,80.0,128.0,25.1,26.2,22.0,108.0,A,0,21.389543967935094,-0.6909199479914488,0.6902051366661167,0.0
41.0,F,158.4,54.8,24.7,70.0,119.0,24.9,18.6,40.0,159.0,B,0,21.84088358330782,0.642698808473292,0.6034257132055719,0.0
37.0,M,183.6,84.6,20.4,89.0,136.0,54.5,5.1,51.0,215.0,D,1,25.097184843436285,0.5180165842553077,0.809306580182235,54.5
51.0,M,163.0,73.1,20.4,97.0,152.0,42.3,14.6,49.0,180.0,B,1,27.513267341638752,0.3463528578700315,0.7269590084485354,42.3
63.0,M,170.6,74.7,24.7,74.0,128.0,44.7,14.2,31.0,175.0,B,1,25.666257564158776,-1.1986206795974543,0.7946793815367712,44.7
31.0,M,176.0,78.1,22.6,99.0,154.0,49.2,17.3,51.0,237.0,B,1,25.21306818181818,0.5180165842553077,0.8139038600879414,49.2
22.0,M,182.3,86.9,16.6,80.0,126.0,33.4,21.2,59.0,243.0,B,1,26.14847943131721,1.2046714897964126,0.4608511119757819,33.4
33.0,M,187.3,85.0,19.2,89.0,134.0,51.0,6.5,42.0,201.0,C,1,24.22943968138001,-0.25447018447843517,0.7425742574257425,51.0
40.0,M,175.0,76.6,25.3,82.0,136.0,43.7,14.0,48.0,238.0,B,1,25.01224489795918,0.2605209946773934,0.7637163099744496,43.7
56.0,F,164.0,51.0,25.0,78.0,127.0,32.6,27.8,36.0,165.0,A,0,18.961927424152293,0.34633908481446074,0.8522875816993465,0.0
28.0,F,157.7,51.9,32.1,84.0,126.0,29.4,25.3,52.0,144.0,B,0,20.86911206552338,1.5317779794497859,0.8342768607353555,0.0
58.0,F,162.8,70.7,33.3,96.0,159.0,31.8,17.8,23.0,106.0,D,0,26.675379869483063,-0.616830017076741,0.6743445815988751,0.0
51.0,F,163.3,56.4,23.5,71.0,128.0,20.3,18.5,34.0,154.0,C,0,21.14982287023346,0.19815922298504507,0.4704955268159273,0.0
21.0,M,171.1,72.8,19.1,70.0,132.0,33.7,20.7,65.0,225.0,D,1,24.867456117308812,1.7196626689522412,0.5722028280742744,33.7
24.0,M,176.4,74.3,14.7,81.0,140.0,50.0,18.5,61.0,232.0,B,1,23.87765385821751,1.3763352161816886,0.7889185346942704,50.0
25.0,M,166.2,66.6,16.1,73.0,130.0,46.6,14.0,62.0,219.0,B,1,24.110831628197943,1.4621670793743269,0.8339686528005957,46.6
29.0,M,172.1,70.0,17.8,82.0,134.0,42.7,1.1,47.0,222.0,D,1,23.633949290323148,0.17468913148475532,0.7420924574209247,42.7
56.0,F,160.6,55.96,38.1,80.0,130.0,25.9,2.0,25.0,127.0,D,0,21.69634729043795,-0.46865015524732534,0.7477069358334651,0.0
23.0,M,180.7,69.4,13.4,60.0,120.0,38.5,3.6,38.0,219.0,D,1,21.25412181429349,-0.5977976372489876,0.640594738138182,38.5
51.0,M,165.5,67.68,18.3,86.0,134.0,43.9,25.4,57.0,213.0,A,1,24.709522549082248,1.0330077634111363,0.7939298187742156,43.9
29.0,M,169.3,63.1,22.8,83.0,130.0,44.1,5.3,53.0,191.0,C,1,22.01483541729975,0.6896803106405839,0.905298769122127,44.1
